,reward_id,rewards,remains,current_id
229,229,0,5200,
230,230,300,5000,
231,231,200,4900,
232,232,0,5000,
233,233,200,4900,
234,234,200,4800,
235,235,0,4900,
236,236,0,5000,
237,237,300,4800,
238,238,0,4900,
239,239,0,5000,
240,240,200,4900,
241,241,200,4800,
242,242,0,4900,
243,243,0,5000,
244,244,0,5100,
245,245,0,5200,
246,246,1000,4300,
247,247,0,4400,
248,248,0,4500,
249,249,300,4300,
250,250,0,4400,
251,251,0,4500,
252,252,0,4600,
253,253,200,4500,
254,254,0,4600,
255,255,0,4700,
256,256,200,4600,
257,257,0,4700,
258,258,200,4600,
259,259,0,4700,
260,260,300,4500,
261,261,0,4600,
262,262,0,4700,
263,263,0,4800,
264,264,0,4900,
265,265,0,5000,
266,266,0,5100,
267,267,0,5200,
268,268,200,5100,
269,269,0,5200,
270,270,0,5300,
271,271,0,5400,
272,272,0,5500,
273,273,500,5100,
274,274,500,4700,
275,275,0,4800,
276,276,0,4900,
277,277,0,5000,
278,278,0,5100,
279,279,0,5200,
280,280,0,5300,
281,281,0,5400,
282,282,500,5000,
283,283,0,5100,
284,284,0,5200,
285,285,0,5300,
286,286,0,5400,
287,287,0,5500,
288,288,0,5600,
289,289,0,5700,
290,290,300,5500,
291,291,300,5300,
292,292,0,5400,
293,293,0,5500,
294,294,0,5600,
295,295,0,5700,
296,296,0,5800,
297,297,0,5900,
298,298,0,6000,
299,299,0,6100,
300,300,300,5900,
301,301,2000,4000,
302,302,0,4100,
303,303,0,4200,
304,304,0,4300,
305,305,0,4400,
306,306,500,4000,
307,307,0,4100,
308,308,0,4200,
309,309,0,4300,
310,310,0,4400,
311,311,200,4300,
312,312,0,4400,
313,313,200,4300,
314,314,0,4400,
315,315,0,4500,
316,316,0,4600,
317,317,0,4700,
318,318,300,4500,
319,319,0,4600,
320,320,300,4400,
321,321,200,4300,
322,322,0,4400,
323,323,300,4200,
324,324,0,4300,
325,325,0,4400,
326,326,0,4500,
327,327,0,4600,
328,328,0,4700,
329,329,0,4800,
330,330,0,4900,
331,331,0,5000,
332,332,0,5100,
333,333,300,4900,
334,334,200,4800,
335,335,0,4900,
336,336,0,5000,
337,337,0,5100,
338,338,0,5200,
339,339,0,5300,
340,340,200,5200,
341,341,0,5300,
342,342,500,4900,
343,343,0,5000,
344,344,0,5100,
345,345,0,5200,
346,346,1000,4300,
347,347,0,4400,
348,348,0,4500,
349,349,200,4400,
350,350,0,4500,
351,351,0,4600,
352,352,0,4700,
353,353,200,4600,
354,354,0,4700,
355,355,0,4800,
356,356,0,4900,
357,357,200,4800,
358,358,0,4900,
359,359,0,5000,
360,360,300,4800,
361,361,0,4900,
362,362,0,5000,
363,363,500,4600,
364,364,0,4700,
365,365,0,4800,
366,366,0,4900,
367,367,0,5000,
368,368,500,4600,
369,369,500,4200,
370,370,300,4000,
371,371,0,4100,
372,372,0,4200,
373,373,0,4300,
374,374,200,4200,
375,375,0,4300,
376,376,300,4100,
377,377,0,4200,
378,378,0,4300,
379,379,0,4400,
380,380,0,4500,
381,381,500,4100,
382,382,0,4200,
383,383,0,4300,
384,384,0,4400,
385,385,300,4200,
386,386,0,4300,
387,387,300,4100,
388,388,200,4000,
389,389,0,4100,
390,390,0,4200,
391,391,0,4300,
392,392,0,4400,
393,393,0,4500,
394,394,500,4100,
395,395,0,4200,
396,396,300,4000,
397,397,0,4100,
398,398,0,4200,
399,399,0,4300,
400,400,0,4400,
401,401,0,4500,
402,402,200,4400,
403,403,200,4300,
404,404,0,4400,
405,405,0,4500,
406,406,0,4600,
407,407,0,4700,
408,408,200,4600,
409,409,0,4700,
410,410,200,4600,
411,411,0,4700,
412,412,300,4500,
413,413,300,4300,
414,414,0,4400,
415,415,0,4500,
416,416,0,4600,
417,417,0,4700,
418,418,200,4600,
419,419,300,4400,
420,420,0,4500,
421,421,0,4600,
422,422,500,4200,
423,423,0,4300,
424,424,0,4400,
425,425,0,4500,
426,426,500,4100,
427,427,0,4200,
428,428,0,4300,
429,429,0,4400,
430,430,0,4500,
431,431,500,4100,
432,432,200,4000,
433,433,0,4100,
434,434,0,4200,
435,435,0,4300,
436,436,0,4400,
437,437,0,4500,
438,438,0,4600,
439,439,0,4700,
440,440,0,4800,
441,441,0,4900,
442,442,0,5000,
443,443,0,5100,
444,444,200,5000,
445,445,0,5100,
446,446,0,5200,
447,447,0,5300,
448,448,200,5200,
449,449,1000,4300,
450,450,0,4400,
451,451,300,4200,
452,452,300,4000,
453,453,0,4100,
454,454,0,4200,
455,455,0,4300,
456,456,0,4400,
457,457,0,4500,
458,458,0,4600,
459,459,300,4400,
460,460,0,4500,
461,461,200,4400,
462,462,0,4500,
463,463,200,4400,
464,464,0,4500,
465,465,0,4600,
466,466,200,4500,
467,467,500,4100,
468,468,0,4200,
469,469,0,4300,
470,470,0,4400,
471,471,0,4500,
472,472,0,4600,
473,473,0,4700,
474,474,500,4300,
475,475,0,4400,
476,476,200,4300,
477,477,0,4400,
478,478,200,4300,
479,479,0,4400,
480,480,0,4500,
481,481,0,4600,
482,482,0,4700,
483,483,0,4800,
484,484,0,4900,
485,485,0,5000,
486,486,0,5100,
487,487,500,4700,
488,488,0,4800,
489,489,0,4900,
490,490,300,4700,
491,491,0,4800,
492,492,0,4900,
493,493,200,4800,
494,494,0,4900,
495,495,0,5000,
496,496,0,5100,
497,497,0,5200,
498,498,0,5300,
499,499,0,5400,
500,500,0,5500,
501,501,500,5100,
502,502,200,5000,
503,503,200,4900,
504,504,0,5000,
505,505,0,5100,
506,506,0,5200,
507,507,1000,4300,
508,508,0,4400,
509,509,0,4500,
510,510,0,4600,
511,511,0,4700,
512,512,0,4800,
513,513,0,4900,
514,514,0,5000,
515,515,0,5100,
516,516,200,5000,
517,517,200,4900,
518,518,200,4800,
519,519,200,4700,
520,520,0,4800,
521,521,500,4400,
522,522,0,4500,
523,523,0,4600,
524,524,500,4200,
525,525,0,4300,
526,526,0,4400,
527,527,0,4500,
528,528,0,4600,
529,529,0,4700,
530,530,0,4800,
531,531,300,4600,
532,532,0,4700,
533,533,0,4800,
534,534,0,4900,
535,535,0,5000,
536,536,0,5100,
537,537,0,5200,
538,538,500,4800,
539,539,0,4900,
540,540,0,5000,
541,541,0,5100,
542,542,200,5000,
543,543,0,5100,
544,544,300,4900,
545,545,0,5000,
546,546,0,5100,
547,547,500,4700,
548,548,200,4600,
549,549,0,4700,
550,550,0,4800,
551,551,0,4900,
552,552,0,5000,
553,553,0,5100,
554,554,0,5200,
555,555,0,5300,
556,556,0,5400,
557,557,500,5000,
558,558,300,4800,
559,559,0,4900,
560,560,0,5000,
561,561,200,4900,
562,562,0,5000,
563,563,0,5100,
564,564,300,4900,
565,565,0,5000,
566,566,0,5100,
567,567,500,4700,
568,568,0,4800,
569,569,200,4700,
570,570,0,4800,
571,571,0,4900,
572,572,300,4700,
573,573,500,4300,
574,574,200,4200,
575,575,0,4300,
576,576,0,4400,
577,577,300,4200,
578,578,0,4300,
579,579,200,4200,
580,580,0,4300,
581,581,0,4400,
582,582,300,4200,
583,583,0,4300,
584,584,0,4400,
585,585,0,4500,
586,586,0,4600,
587,587,300,4400,
588,588,0,4500,
589,589,300,4300,
590,590,300,4100,
591,591,0,4200,
592,592,0,4300,
593,593,0,4400,
594,594,200,4300,
595,595,200,4200,
596,596,0,4300,
597,597,200,4200,
598,598,0,4300,
599,599,0,4400,
600,600,0,4500,
601,601,0,4600,
602,602,0,4700,
603,603,0,4800,
604,604,0,4900,
605,605,300,4700,
606,606,500,4300,
607,607,200,4200,
608,608,300,4000,
609,609,0,4100,
610,610,0,4200,
611,611,0,4300,
612,612,0,4400,
613,613,200,4300,
614,614,0,4400,
615,615,0,4500,
616,616,0,4600,
617,617,300,4400,
618,618,200,4300,
619,619,0,4400,
620,620,0,4500,
621,621,0,4600,
622,622,0,4700,
623,623,300,4500,
624,624,500,4100,
625,625,0,4200,
626,626,0,4300,
627,627,0,4400,
628,628,500,4000,
629,629,0,4100,
630,630,0,4200,
631,631,0,4300,
632,632,0,4400,
633,633,0,4500,
634,634,0,4600,
635,635,200,4500,
636,636,0,4600,
637,637,500,4200,
638,638,0,4300,
639,639,0,4400,
640,640,0,4500,
641,641,300,4300,
642,642,0,4400,
643,643,0,4500,
644,644,0,4600,
645,645,0,4700,
646,646,0,4800,
647,647,0,4900,
648,648,0,5000,
649,649,0,5100,
650,650,200,5000,
651,651,500,4600,
652,652,0,4700,
653,653,0,4800,
654,654,0,4900,
655,655,200,4800,
656,656,300,4600,
657,657,0,4700,
658,658,200,4600,
659,659,300,4400,
660,660,0,4500,
661,661,200,4400,
662,662,0,4500,
663,663,0,4600,
664,664,0,4700,
665,665,0,4800,
666,666,0,4900,
667,667,0,5000,
668,668,200,4900,
669,669,0,5000,
670,670,1000,4100,
671,671,0,4200,
672,672,0,4300,
673,673,0,4400,
674,674,0,4500,
675,675,0,4600,
676,676,0,4700,
677,677,0,4800,
678,678,0,4900,
679,679,0,5000,
680,680,0,5100,
681,681,0,5200,
682,682,0,5300,
683,683,200,5200,
684,684,500,4800,
685,685,0,4900,
686,686,0,5000,
687,687,300,4800,
688,688,500,4400,
689,689,0,4500,
690,690,0,4600,
691,691,200,4500,
692,692,0,4600,
693,693,0,4700,
694,694,0,4800,
695,695,0,4900,
696,696,200,4800,
697,697,0,4900,
698,698,200,4800,
699,699,0,4900,
700,700,0,5000,
701,701,0,5100,
702,702,0,5200,
703,703,0,5300,
704,704,0,5400,
705,705,0,5500,
706,706,0,5600,
707,707,200,5500,
708,708,200,5400,
709,709,0,5500,
710,710,0,5600,
711,711,200,5500,
712,712,0,5600,
713,713,0,5700,
714,714,0,5800,
715,715,0,5900,
716,716,0,6000,
717,717,0,6100,
718,718,0,6200,
719,719,2000,4300,
720,720,0,4400,
721,721,0,4500,
722,722,0,4600,
723,723,0,4700,
724,724,0,4800,
725,725,0,4900,
726,726,0,5000,
727,727,0,5100,
728,728,0,5200,
729,729,0,5300,
730,730,300,5100,
731,731,1000,4200,
732,732,200,4100,
733,733,200,4000,
734,734,0,4100,
735,735,0,4200,
736,736,0,4300,
737,737,0,4400,
738,738,0,4500,
739,739,0,4600,
740,740,0,4700,
741,741,0,4800,
742,742,0,4900,
743,743,0,5000,
744,744,1000,4100,
745,745,0,4200,
746,746,0,4300,
747,747,0,4400,
748,748,200,4300,
749,749,0,4400,
750,750,0,4500,
751,751,0,4600,
752,752,0,4700,
753,753,0,4800,
754,754,200,4700,
755,755,0,4800,
756,756,0,4900,
757,757,1000,4000,
758,758,0,4100,
759,759,0,4200,
760,760,300,4000,
761,761,0,4100,
762,762,0,4200,
763,763,200,4100,
764,764,0,4200,
765,765,0,4300,
766,766,0,4400,
767,767,0,4500,
768,768,0,4600,
769,769,0,4700,
770,770,500,4300,
771,771,200,4200,
772,772,200,4100,
773,773,200,4000,
774,774,0,4100,
775,775,0,4200,
776,776,200,4100,
777,777,0,4200,
778,778,0,4300,
779,779,0,4400,
780,780,0,4500,
781,781,300,4300,
782,782,0,4400,
783,783,0,4500,
784,784,0,4600,
785,785,0,4700,
786,786,0,4800,
787,787,0,4900,
788,788,1000,4000,
789,789,0,4100,
790,790,0,4200,
791,791,0,4300,
792,792,0,4400,
793,793,0,4500,
794,794,0,4600,
795,795,0,4700,
796,796,0,4800,
797,797,0,4900,
798,798,300,4700,
799,799,500,4300,
800,800,0,4400,
801,801,0,4500,
802,802,0,4600,
803,803,0,4700,
804,804,300,4500,
805,805,0,4600,
806,806,0,4700,
807,807,0,4800,
808,808,500,4400,
809,809,0,4500,
810,810,0,4600,
811,811,0,4700,
812,812,0,4800,
813,813,500,4400,
814,814,0,4500,
815,815,500,4100,
816,816,0,4200,
817,817,300,4000,
818,818,0,4100,
819,819,0,4200,
820,820,0,4300,
821,821,0,4400,
822,822,200,4300,
823,823,0,4400,
824,824,0,4500,
825,825,0,4600,
826,826,0,4700,
827,827,0,4800,
828,828,0,4900,
829,829,0,5000,
830,830,0,5100,
831,831,300,4900,
832,832,0,5000,
833,833,0,5100,
834,834,0,5200,
835,835,200,5100,
836,836,0,5200,
837,837,0,5300,
838,838,0,5400,
839,839,0,5500,
840,840,0,5600,
841,841,300,5400,
842,842,0,5500,
843,843,0,5600,
844,844,0,5700,
845,845,0,5800,
846,846,0,5900,
847,847,2000,4000,
848,848,0,4100,
849,849,0,4200,
850,850,0,4300,
851,851,200,4200,
852,852,0,4300,
853,853,0,4400,
854,854,0,4500,
855,855,0,4600,
856,856,0,4700,
857,857,300,4500,
858,858,200,4400,
859,859,0,4500,
860,860,0,4600,
861,861,0,4700,
862,862,500,4300,
863,863,0,4400,
864,864,0,4500,
865,865,0,4600,
866,866,0,4700,
867,867,0,4800,
868,868,0,4900,
869,869,500,4500,
870,870,500,4100,
871,871,0,4200,
872,872,0,4300,
873,873,0,4400,
874,874,0,4500,
875,875,0,4600,
876,876,300,4400,
877,877,0,4500,
878,878,0,4600,
879,879,0,4700,
880,880,500,4300,
881,881,300,4100,
882,882,0,4200,
883,883,0,4300,
884,884,0,4400,
885,885,0,4500,
886,886,500,4100,
887,887,0,4200,
888,888,0,4300,
889,889,0,4400,
890,890,0,4500,
891,891,0,4600,
892,892,0,4700,
893,893,0,4800,
894,894,300,4600,
895,895,0,4700,
896,896,0,4800,
897,897,200,4700,
898,898,300,4500,
899,899,0,4600,
900,900,0,4700,
901,901,0,4800,
902,902,0,4900,
903,903,1000,4000,
904,904,0,4100,
905,905,0,4200,
906,906,200,4100,
907,907,0,4200,
908,908,200,4100,
909,909,0,4200,
910,910,200,4100,
911,911,0,4200,
912,912,300,4000,
913,913,0,4100,
914,914,0,4200,
915,915,0,4300,
916,916,0,4400,
917,917,0,4500,
918,918,300,4300,
919,919,0,4400,
920,920,0,4500,
921,921,0,4600,
922,922,300,4400,
923,923,200,4300,
924,924,0,4400,
925,925,0,4500,
926,926,300,4300,
927,927,0,4400,
928,928,0,4500,
929,929,500,4100,
930,930,0,4200,
931,931,0,4300,
932,932,0,4400,
933,933,500,4000,
934,934,0,4100,
935,935,0,4200,
936,936,0,4300,
937,937,0,4400,
938,938,0,4500,
939,939,0,4600,
940,940,0,4700,
941,941,0,4800,
942,942,500,4400,
943,943,0,4500,
944,944,0,4600,
945,945,0,4700,
946,946,0,4800,
947,947,0,4900,
948,948,0,5000,
949,949,0,5100,
950,950,300,4900,
951,951,0,5000,
952,952,0,5100,
953,953,0,5200,
954,954,0,5300,
955,955,0,5400,
956,956,0,5500,
957,957,1000,4600,
958,958,0,4700,
959,959,0,4800,
960,960,0,4900,
961,961,0,5000,
962,962,0,5100,
963,963,0,5200,
964,964,0,5300,
965,965,500,4900,
966,966,0,5000,
967,967,200,4900,
968,968,500,4500,
969,969,0,4600,
970,970,0,4700,
971,971,200,4600,
972,972,0,4700,
973,973,0,4800,
974,974,200,4700,
975,975,0,4800,
976,976,500,4400,
977,977,500,4000,
978,978,0,4100,
979,979,200,4000,
980,980,0,4100,
981,981,0,4200,
982,982,0,4300,
983,983,0,4400,
984,984,200,4300,
985,985,0,4400,
986,986,0,4500,
987,987,0,4600,
988,988,0,4700,
989,989,0,4800,
990,990,0,4900,
991,991,0,5000,
992,992,0,5100,
993,993,200,5000,
994,994,0,5100,
995,995,0,5200,
996,996,0,5300,
997,997,200,5200,
998,998,0,5300,
999,999,0,5400,
1000,1000,200,5300,
1001,1001,300,5100,
1002,1002,0,5200,
1003,1003,0,5300,
1004,1004,200,5200,
1005,1005,200,5100,
1006,1006,500,4700,
1007,1007,0,4800,
1008,1008,0,4900,
1009,1009,0,5000,
1010,1010,0,5100,
1011,1011,1000,4200,
1012,1012,0,4300,
1013,1013,300,4100,
1014,1014,0,4200,
1015,1015,0,4300,
1016,1016,0,4400,
1017,1017,500,4000,
1018,1018,0,4100,
1019,1019,0,4200,
1020,1020,0,4300,
1021,1021,0,4400,
1022,1022,200,4300,
1023,1023,0,4400,
1024,1024,200,4300,
1025,1025,0,4400,
1026,1026,0,4500,
1027,1027,0,4600,
1028,1028,0,4700,
1029,1029,0,4800,
1030,1030,500,4400,
1031,1031,0,4500,
1032,1032,0,4600,
1033,1033,500,4200,
1034,1034,0,4300,
1035,1035,0,4400,
1036,1036,0,4500,
1037,1037,0,4600,
1038,1038,300,4400,
1039,1039,200,4300,
1040,1040,0,4400,
1041,1041,200,4300,
1042,1042,0,4400,
1043,1043,0,4500,
1044,1044,0,4600,
1045,1045,0,4700,
1046,1046,500,4300,
1047,1047,200,4200,
1048,1048,300,4000,
1049,1049,0,4100,
1050,1050,200,4000,
1051,1051,0,4100,
1052,1052,200,4000,
1053,1053,0,4100,
1054,1054,0,4200,
1055,1055,0,4300,
1056,1056,200,4200,
1057,1057,0,4300,
1058,1058,0,4400,
1059,1059,0,4500,
1060,1060,200,4400,
1061,1061,200,4300,
1062,1062,0,4400,
1063,1063,200,4300,
1064,1064,0,4400,
1065,1065,0,4500,
1066,1066,0,4600,
1067,1067,0,4700,
1068,1068,200,4600,
1069,1069,200,4500,
1070,1070,200,4400,
1071,1071,0,4500,
1072,1072,300,4300,
1073,1073,0,4400,
1074,1074,0,4500,
1075,1075,0,4600,
1076,1076,0,4700,
1077,1077,0,4800,
1078,1078,0,4900,
1079,1079,0,5000,
1080,1080,0,5100,
1081,1081,0,5200,
1082,1082,0,5300,
1083,1083,200,5200,
1084,1084,0,5300,
1085,1085,0,5400,
1086,1086,0,5500,
1087,1087,0,5600,
1088,1088,1000,4700,
1089,1089,0,4800,
1090,1090,200,4700,
1091,1091,0,4800,
1092,1092,0,4900,
1093,1093,200,4800,
1094,1094,0,4900,
1095,1095,0,5000,
1096,1096,200,4900,
1097,1097,0,5000,
1098,1098,200,4900,
1099,1099,0,5000,
1100,1100,300,4800,
1101,1101,200,4700,
1102,1102,200,4600,
1103,1103,0,4700,
1104,1104,0,4800,
1105,1105,0,4900,
1106,1106,0,5000,
1107,1107,1000,4100,
1108,1108,0,4200,
1109,1109,0,4300,
1110,1110,0,4400,
1111,1111,0,4500,
1112,1112,0,4600,
1113,1113,0,4700,
1114,1114,0,4800,
1115,1115,0,4900,
1116,1116,200,4800,
1117,1117,0,4900,
1118,1118,0,5000,
1119,1119,0,5100,
1120,1120,0,5200,
1121,1121,1000,4300,
1122,1122,0,4400,
1123,1123,0,4500,
1124,1124,0,4600,
1125,1125,300,4400,
1126,1126,200,4300,
1127,1127,0,4400,
1128,1128,0,4500,
1129,1129,0,4600,
1130,1130,500,4200,
1131,1131,0,4300,
1132,1132,300,4100,
1133,1133,200,4000,
1134,1134,0,4100,
1135,1135,200,4000,
1136,1136,0,4100,
1137,1137,0,4200,
1138,1138,0,4300,
1139,1139,0,4400,
1140,1140,0,4500,
1141,1141,0,4600,
1142,1142,0,4700,
1143,1143,0,4800,
1144,1144,0,4900,
1145,1145,0,5000,
1146,1146,0,5100,
1147,1147,0,5200,
1148,1148,0,5300,
1149,1149,300,5100,
1150,1150,0,5200,
1151,1151,0,5300,
1152,1152,200,5200,
1153,1153,0,5300,
1154,1154,1000,4400,
1155,1155,0,4500,
1156,1156,0,4600,
1157,1157,300,4400,
1158,1158,0,4500,
1159,1159,0,4600,
1160,1160,200,4500,
1161,1161,0,4600,
1162,1162,0,4700,
1163,1163,0,4800,
1164,1164,300,4600,
1165,1165,0,4700,
1166,1166,300,4500,
1167,1167,200,4400,
1168,1168,0,4500,
1169,1169,500,4100,
1170,1170,0,4200,
1171,1171,0,4300,
1172,1172,0,4400,
1173,1173,300,4200,
1174,1174,0,4300,
1175,1175,0,4400,
1176,1176,0,4500,
1177,1177,0,4600,
1178,1178,0,4700,
1179,1179,0,4800,
1180,1180,0,4900,
1181,1181,0,5000,
1182,1182,0,5100,
1183,1183,1000,4200,
1184,1184,0,4300,
1185,1185,300,4100,
1186,1186,0,4200,
1187,1187,200,4100,
1188,1188,0,4200,
1189,1189,0,4300,
1190,1190,200,4200,
1191,1191,0,4300,
1192,1192,0,4400,
1193,1193,200,4300,
1194,1194,0,4400,
1195,1195,0,4500,
1196,1196,200,4400,
1197,1197,0,4500,
1198,1198,0,4600,
1199,1199,0,4700,
1200,1200,200,4600,
1201,1201,200,4500,
1202,1202,0,4600,
1203,1203,0,4700,
1204,1204,0,4800,
1205,1205,0,4900,
1206,1206,0,5000,
1207,1207,0,5100,
1208,1208,0,5200,
1209,1209,0,5300,
1210,1210,0,5400,
1211,1211,500,5000,
1212,1212,0,5100,
1213,1213,0,5200,
1214,1214,0,5300,
1215,1215,1000,4400,
1216,1216,0,4500,
1217,1217,0,4600,
1218,1218,0,4700,
1219,1219,0,4800,
1220,1220,200,4700,
1221,1221,200,4600,
1222,1222,0,4700,
1223,1223,200,4600,
1224,1224,0,4700,
1225,1225,200,4600,
1226,1226,0,4700,
1227,1227,200,4600,
1228,1228,0,4700,
1229,1229,0,4800,
1230,1230,200,4700,
1231,1231,200,4600,
1232,1232,0,4700,
1233,1233,0,4800,
1234,1234,0,4900,
1235,1235,0,5000,
1236,1236,1000,4100,
1237,1237,0,4200,
1238,1238,200,4100,
1239,1239,0,4200,
1240,1240,0,4300,
1241,1241,0,4400,
1242,1242,200,4300,
1243,1243,0,4400,
1244,1244,500,4000,
1245,1245,0,4100,
1246,1246,200,4000,
1247,1247,0,4100,
1248,1248,0,4200,
1249,1249,0,4300,
1250,1250,0,4400,
1251,1251,0,4500,
1252,1252,0,4600,
1253,1253,200,4500,
1254,1254,300,4300,
1255,1255,0,4400,
1256,1256,0,4500,
1257,1257,200,4400,
1258,1258,0,4500,
1259,1259,0,4600,
1260,1260,0,4700,
1261,1261,0,4800,
1262,1262,0,4900,
1263,1263,200,4800,
1264,1264,0,4900,
1265,1265,0,5000,
1266,1266,0,5100,
1267,1267,0,5200,
1268,1268,0,5300,
1269,1269,200,5200,
1270,1270,200,5100,
1271,1271,0,5200,
1272,1272,0,5300,
1273,1273,200,5200,
1274,1274,0,5300,
1275,1275,300,5100,
1276,1276,200,5000,
1277,1277,0,5100,
1278,1278,0,5200,
1279,1279,500,4800,
1280,1280,200,4700,
1281,1281,0,4800,
1282,1282,0,4900,
1283,1283,0,5000,
1284,1284,300,4800,
1285,1285,200,4700,
1286,1286,0,4800,
1287,1287,0,4900,
1288,1288,0,5000,
1289,1289,0,5100,
1290,1290,0,5200,
1291,1291,0,5300,
1292,1292,0,5400,
1293,1293,0,5500,
1294,1294,0,5600,
1295,1295,0,5700,
1296,1296,0,5800,
1297,1297,300,5600,
1298,1298,0,5700,
1299,1299,0,5800,
1300,1300,0,5900,
1301,1301,0,6000,
1302,1302,200,5900,
1303,1303,0,6000,
1304,1304,0,6100,
1305,1305,0,6200,
1306,1306,0,6300,
1307,1307,0,6400,
1308,1308,2000,4500,
1309,1309,0,4600,
1310,1310,0,4700,
1311,1311,0,4800,
1312,1312,0,4900,
1313,1313,0,5000,
1314,1314,0,5100,
1315,1315,0,5200,
1316,1316,0,5300,
1317,1317,0,5400,
1318,1318,300,5200,
1319,1319,1000,4300,
1320,1320,200,4200,
1321,1321,0,4300,
1322,1322,0,4400,
1323,1323,0,4500,
1324,1324,200,4400,
1325,1325,0,4500,
1326,1326,0,4600,
